EmployeeID,Age,Gender,Education,Department,JobRole,Salary,YearsAtCompany,WorkLifeBalance,TrainingHours,PerformanceRating,Attrition
6579,51,Male,MBA,Customer Support,Support Executive,38067,0,3,4,3,Yes
6580,36,Female,Masters,IT,System Engineer,114935,21,4,2,2,No
6581,54,Female,PhD,Finance,Finance Analyst,89101,16,2,4,5,No
6582,30,Male,MBA,Finance,Finance Manager,97740,17,4,2,5,No
6583,23,Male,Masters,HR,HR Manager,100722,2,4,5,4,Yes
6584,47,Female,PhD,Marketing,Marketing Manager,53606,12,2,4,2,No
6585,46,Female,PhD,HR,Recruiter,119980,8,4,8,1,No
6586,28,Female,MBA,Customer Support,Support Manager,77989,18,1,8,1,No
6587,59,Male,PhD,IT,IT Manager,139874,13,2,9,5,No
6588,22,Female,Masters,Sales,Sales Manager,143234,12,2,0,3,No
6589,49,Female,PhD,Operations,Operations Manager,39190,22,3,6,5,Yes
6590,54,Male,MBA,Marketing,Marketing Executive,36392,11,1,7,2,Yes
6591,22,Male,Masters,Marketing,SEO Specialist,36907,22,1,5,4,No
6592,48,Female,Masters,Marketing,Marketing Executive,40677,14,2,1,5,No
6593,27,Male,PhD,Customer Support,Support Manager,29762,8,4,4,4,No
6594,30,Male,Bachelors,IT,Developer,36152,2,1,5,4,No
6595,26,Male,Masters,Operations,Operations Manager,112248,20,2,8,1,No
6596,33,Male,MBA,HR,Recruiter,89070,24,1,2,3,No
6597,48,Female,Masters,Finance,Accountant,92371,3,1,3,3,No
6598,44,Male,Bachelors,HR,Recruiter,115421,19,4,9,5,No
6599,24,Female,PhD,Finance,Finance Manager,25849,10,1,2,3,No
6600,57,Male,Masters,Sales,Sales Executive,55583,14,4,7,3,No
6601,47,Female,Bachelors,Sales,Account Manager,91411,18,3,4,2,No
6602,30,Male,Bachelors,Finance,Finance Analyst,41300,4,3,0,2,Yes
6603,21,Female,PhD,Operations,Operations Manager,141753,15,3,0,2,No
6604,46,Female,MBA,IT,Data Analyst,25542,22,2,6,5,No
6605,28,Male,Masters,Operations,Logistics Coordinator,132341,12,2,4,3,Yes
6606,54,Female,PhD,Finance,Finance Analyst,135454,24,4,4,5,No
6607,45,Female,Masters,Operations,Logistics Coordinator,56541,18,2,8,3,No
6608,48,Male,Bachelors,Customer Support,Support Manager,97269,5,2,6,5,Yes
6609,26,Female,Bachelors,Sales,Sales Manager,32619,7,2,6,5,Yes
6610,31,Male,Bachelors,IT,IT Manager,121469,3,3,6,3,No
6611,24,Male,MBA,Finance,Finance Manager,71108,22,4,6,3,No
6612,52,Male,Bachelors,HR,HR Manager,71077,7,1,7,3,Yes
6613,21,Male,PhD,Operations,Operations Manager,93613,10,3,3,4,No
6614,33,Male,Masters,Marketing,Marketing Manager,119717,11,2,6,2,No
6615,36,Male,Bachelors,Finance,Finance Manager,110879,1,4,7,3,No
6616,24,Male,Bachelors,Customer Support,Support Manager,52050,16,1,7,2,Yes
6617,32,Female,Masters,HR,HR Manager,119362,10,2,7,3,No
6618,53,Female,Masters,Customer Support,Support Executive,53728,18,3,7,2,Yes
6619,54,Female,Masters,HR,Recruiter,133934,1,1,3,3,No
6620,29,Male,MBA,HR,HR Executive,125946,5,4,5,5,Yes
6621,46,Male,Bachelors,IT,IT Manager,126403,21,4,6,4,No
6622,32,Female,Bachelors,Marketing,SEO Specialist,42928,1,3,5,2,Yes
6623,36,Male,Masters,Marketing,Marketing Manager,36543,24,4,4,4,No
6624,44,Female,PhD,Operations,Logistics Coordinator,37570,10,3,0,4,No
6625,56,Female,Bachelors,Finance,Finance Analyst,81395,4,1,9,5,No
6626,48,Female,Bachelors,Sales,Sales Executive,29725,20,1,3,2,No
6627,59,Male,MBA,Marketing,Marketing Executive,89008,3,1,8,2,Yes
6628,53,Female,PhD,Operations,Logistics Coordinator,70433,0,2,3,3,Yes
6629,28,Female,MBA,HR,Recruiter,45637,13,1,2,5,No
6630,24,Male,MBA,Finance,Finance Analyst,42921,10,3,4,2,No
6631,53,Male,MBA,Sales,Sales Executive,54036,20,1,4,2,No
6632,35,Male,MBA,HR,HR Executive,149466,8,4,4,5,No
6633,53,Male,PhD,Sales,Sales Executive,148508,5,4,2,1,No
6634,45,Female,Bachelors,IT,System Engineer,74611,10,2,7,4,No
6635,22,Female,Bachelors,HR,Recruiter,37864,17,3,1,4,No
6636,55,Female,MBA,Sales,Sales Executive,88021,9,1,0,1,No
6637,45,Female,Bachelors,IT,Developer,82014,15,3,4,4,No
6638,52,Female,Bachelors,HR,Recruiter,81248,18,2,2,2,No
6639,47,Female,Masters,Marketing,Marketing Manager,68027,7,2,9,2,No
6640,43,Male,Bachelors,Marketing,SEO Specialist,137020,11,4,9,5,No
6641,49,Male,Masters,Customer Support,Support Executive,139413,10,2,1,2,No
6642,46,Male,Masters,Customer Support,Support Executive,47108,4,2,2,1,Yes
6643,50,Male,Bachelors,Marketing,Marketing Manager,48679,23,3,4,3,No
6644,55,Female,MBA,HR,Recruiter,39763,2,4,8,2,No
6645,37,Male,Bachelors,HR,HR Executive,61820,19,3,0,2,Yes
6646,53,Female,PhD,Finance,Finance Manager,36220,16,4,1,4,Yes
6647,25,Female,Bachelors,Operations,Logistics Coordinator,85352,7,1,5,1,No
6648,30,Female,Bachelors,Finance,Finance Analyst,112020,6,4,5,5,No
6649,33,Male,Masters,Customer Support,Support Manager,58701,18,1,9,3,No
6650,57,Male,MBA,Customer Support,Support Executive,94111,23,3,1,3,No
6651,56,Male,MBA,Finance,Finance Manager,101036,23,1,8,2,Yes
6652,54,Female,PhD,Customer Support,Support Executive,67421,19,4,1,3,No
6653,53,Male,PhD,Sales,Sales Executive,145998,7,4,8,2,No
6654,58,Male,MBA,Sales,Sales Manager,125631,11,2,9,3,Yes
6655,31,Female,Masters,HR,Recruiter,64857,21,2,0,1,No
6656,21,Male,Bachelors,Operations,Logistics Coordinator,138903,8,1,9,3,No
6657,28,Male,Bachelors,Sales,Sales Manager,85099,17,3,6,4,No
6658,42,Female,Masters,Finance,Finance Manager,116694,5,3,6,2,No
6659,33,Female,Masters,Finance,Finance Analyst,66704,14,4,5,4,Yes
6660,58,Male,Bachelors,Customer Support,Support Manager,120120,24,1,7,5,No
6661,30,Male,Bachelors,HR,Recruiter,31333,22,2,2,1,Yes
6662,22,Male,Masters,Operations,Operations Executive,108872,8,3,8,1,Yes
6663,34,Male,Bachelors,Finance,Finance Manager,54986,13,1,7,5,No
6664,34,Female,Masters,Customer Support,Support Manager,106201,14,2,3,2,No
6665,51,Male,Bachelors,Finance,Finance Manager,50065,10,1,5,1,No
6666,23,Female,Bachelors,Customer Support,Support Executive,97415,12,3,5,2,No
6667,53,Female,Bachelors,Finance,Accountant,41848,4,1,7,5,No
6668,59,Female,PhD,HR,HR Manager,142544,14,2,1,5,Yes
6669,41,Male,PhD,Customer Support,Support Executive,142610,22,2,8,5,No
6670,57,Female,PhD,Marketing,SEO Specialist,111724,13,2,7,3,No
6671,24,Male,Bachelors,IT,Developer,91587,7,4,6,3,No
6672,32,Male,Bachelors,Operations,Logistics Coordinator,103262,7,2,1,4,No
6673,27,Female,PhD,Customer Support,Support Manager,121487,2,1,5,1,No
6674,29,Male,Bachelors,Customer Support,Support Executive,49937,4,1,3,4,No
6675,42,Male,Bachelors,Sales,Sales Executive,28813,9,4,1,3,No
6676,48,Female,Bachelors,HR,HR Executive,81212,18,3,1,4,No
6677,52,Female,MBA,Marketing,Marketing Executive,74739,1,3,4,4,Yes
6678,57,Female,PhD,Sales,Sales Executive,26590,3,2,0,2,Yes
6679,24,Female,Bachelors,Finance,Finance Manager,146506,0,4,7,4,Yes
6680,24,Female,MBA,Sales,Account Manager,148900,10,3,0,1,No
6681,26,Male,MBA,Operations,Operations Manager,81920,17,1,6,2,No
6682,40,Male,Masters,Finance,Finance Manager,98451,24,1,6,3,Yes
6683,39,Male,Masters,Sales,Account Manager,51602,22,3,1,3,No
6684,29,Male,Masters,Sales,Account Manager,133088,8,3,3,4,Yes
6685,37,Male,Bachelors,IT,System Engineer,144746,21,3,4,3,No
6686,23,Female,Bachelors,HR,HR Executive,35831,24,4,0,3,No
6687,38,Female,MBA,Operations,Logistics Coordinator,101701,10,2,2,4,No
6688,21,Male,MBA,Finance,Accountant,56434,22,1,6,3,No
6689,48,Female,MBA,Sales,Account Manager,86496,6,2,6,4,Yes
6690,23,Female,MBA,Finance,Finance Analyst,123550,15,3,4,1,No
6691,36,Male,Masters,Sales,Sales Manager,85599,2,4,2,5,No
6692,41,Male,Masters,Customer Support,Support Manager,79932,0,1,1,2,No
6693,53,Female,MBA,HR,HR Manager,73271,8,2,1,2,No
6694,44,Male,Masters,IT,Developer,79017,5,4,0,1,No
6695,36,Male,MBA,Finance,Accountant,32173,1,3,8,3,No
6696,47,Male,MBA,Sales,Account Manager,130036,19,4,8,4,No
6697,50,Female,PhD,Sales,Account Manager,102305,5,4,6,3,No
6698,51,Male,Masters,Customer Support,Support Executive,125303,0,1,5,4,No
6699,57,Male,Masters,HR,HR Executive,140302,16,4,7,5,No
6700,38,Female,PhD,Marketing,SEO Specialist,53775,18,4,8,2,No
6701,48,Female,Bachelors,Operations,Logistics Coordinator,120439,21,4,2,3,No
6702,54,Female,Bachelors,IT,Developer,82061,6,4,8,2,No
6703,56,Female,PhD,Operations,Operations Manager,43766,2,1,6,1,No
6704,43,Male,PhD,Marketing,SEO Specialist,109022,23,2,8,2,Yes
6705,26,Male,MBA,Operations,Operations Manager,69491,8,2,7,4,No
6706,24,Male,Masters,Operations,Logistics Coordinator,73121,2,2,1,5,Yes
6707,33,Male,MBA,IT,System Engineer,111903,22,2,8,4,No
6708,23,Male,PhD,Sales,Account Manager,105099,24,1,1,5,No
6709,42,Male,PhD,Marketing,SEO Specialist,80271,7,4,5,2,Yes
6710,32,Male,MBA,Marketing,Marketing Executive,96535,4,2,4,5,No
6711,38,Male,PhD,Operations,Operations Manager,116148,13,1,8,5,No
6712,30,Female,MBA,Customer Support,Support Manager,53376,24,2,0,2,No
6713,41,Female,Bachelors,Sales,Sales Manager,47939,22,3,2,4,Yes
6714,39,Female,MBA,Operations,Operations Executive,60952,16,1,1,4,No
6715,38,Male,Bachelors,IT,IT Manager,87625,11,3,6,4,No
6716,30,Female,Bachelors,Customer Support,Support Executive,147471,5,3,5,3,No
6717,33,Female,Bachelors,HR,Recruiter,63105,11,2,1,4,No
6718,39,Male,Bachelors,IT,IT Manager,124231,24,2,8,4,No
6719,38,Female,PhD,Finance,Finance Analyst,96936,10,4,4,4,No
6720,48,Female,MBA,Customer Support,Support Manager,47301,21,3,2,2,Yes
6721,37,Female,Bachelors,Customer Support,Support Executive,39351,21,1,9,3,Yes
6722,52,Female,Bachelors,Marketing,SEO Specialist,94108,17,4,5,4,No
6723,41,Female,Masters,Customer Support,Support Manager,74145,8,2,9,4,No
6724,45,Female,MBA,IT,IT Manager,73664,5,2,0,4,No
6725,45,Male,PhD,Operations,Operations Manager,134127,18,3,3,4,No
6726,26,Male,MBA,IT,Data Analyst,35931,21,3,8,1,No
6727,37,Male,Bachelors,Sales,Account Manager,67278,10,1,2,5,No
6728,58,Male,PhD,Finance,Finance Analyst,74262,1,3,1,1,No
6729,31,Female,MBA,Marketing,Marketing Executive,85332,14,4,7,5,No
6730,36,Male,PhD,Sales,Sales Executive,25895,3,2,8,4,No
6731,38,Female,PhD,Operations,Operations Manager,43919,18,2,6,1,No
6732,27,Male,Bachelors,Finance,Finance Analyst,61051,9,4,1,2,No
6733,27,Female,PhD,Sales,Sales Executive,30951,1,3,9,1,Yes
6734,29,Female,MBA,Marketing,Marketing Executive,120523,19,2,1,2,No
6735,25,Female,Bachelors,Customer Support,Support Manager,106917,18,1,0,2,No
6736,35,Male,Bachelors,Customer Support,Support Manager,81522,11,1,0,4,No
6737,57,Male,PhD,Sales,Sales Manager,36593,9,3,9,3,No
6738,40,Male,PhD,Sales,Account Manager,29503,18,3,4,4,Yes
6739,29,Male,Bachelors,HR,HR Executive,145986,19,1,2,3,No
6740,35,Female,Masters,HR,HR Manager,50766,5,4,7,3,No
6741,44,Female,Bachelors,Sales,Sales Manager,41242,1,1,9,2,No
6742,31,Male,Masters,Finance,Accountant,120315,13,3,3,3,No
6743,32,Male,Masters,Marketing,SEO Specialist,69159,1,1,6,3,No
6744,38,Female,MBA,Customer Support,Support Manager,101299,2,3,2,5,No
6745,37,Female,PhD,Customer Support,Support Manager,64634,2,1,4,3,No
6746,24,Male,MBA,Marketing,Marketing Executive,91609,5,2,1,4,No
6747,49,Female,Bachelors,Finance,Finance Manager,133698,22,1,2,2,Yes
6748,31,Female,Bachelors,Sales,Sales Executive,62867,24,1,1,5,No
6749,24,Male,PhD,Sales,Sales Manager,37278,16,4,9,2,No
6750,47,Male,MBA,HR,HR Executive,116871,16,3,7,4,No
6751,46,Female,MBA,IT,Data Analyst,35683,1,3,1,1,Yes
6752,27,Male,PhD,Customer Support,Support Manager,128807,17,3,8,4,No
6753,38,Male,Masters,HR,HR Manager,86334,5,3,8,3,No
6754,49,Male,MBA,Marketing,Marketing Manager,87394,20,4,6,4,No
6755,53,Male,Bachelors,Operations,Operations Executive,140509,4,1,0,3,No
6756,43,Male,PhD,Finance,Finance Analyst,98521,10,4,7,2,No
6757,26,Female,Masters,HR,Recruiter,33882,0,4,2,5,No
6758,28,Female,Bachelors,Marketing,Marketing Executive,68339,7,3,4,3,No
6759,22,Female,PhD,Sales,Account Manager,63107,6,2,3,1,No
6760,42,Female,MBA,Finance,Finance Manager,89181,3,3,0,3,No
6761,37,Female,Bachelors,IT,Developer,123620,17,3,5,1,No
6762,56,Female,Masters,Operations,Logistics Coordinator,34843,20,3,0,4,No
6763,40,Male,PhD,Operations,Logistics Coordinator,93659,21,4,4,1,No
6764,42,Male,MBA,Finance,Accountant,136827,1,3,0,1,No
6765,51,Male,Bachelors,Operations,Operations Executive,132907,5,2,5,5,No
6766,52,Male,PhD,Sales,Sales Executive,139502,5,2,7,5,No
6767,53,Female,Bachelors,Sales,Sales Executive,73754,11,3,1,4,No
6768,51,Male,PhD,Marketing,Marketing Executive,59595,19,4,3,5,No
6769,38,Female,MBA,HR,HR Manager,44442,1,3,2,3,No
6770,50,Female,MBA,Sales,Sales Executive,49490,7,4,4,4,No
6771,42,Male,Masters,Operations,Operations Manager,81582,3,4,5,4,No
6772,28,Female,MBA,HR,Recruiter,125713,12,3,7,5,No
6773,28,Female,MBA,Marketing,Marketing Executive,79278,6,2,2,4,Yes
6774,46,Male,PhD,Finance,Finance Manager,77965,5,3,4,1,No
6775,30,Male,Masters,Sales,Sales Manager,98952,17,2,7,3,No
6776,54,Female,Bachelors,IT,IT Manager,86482,4,3,5,2,No
6777,30,Male,Masters,Customer Support,Support Manager,91068,0,2,9,4,No
6778,25,Male,MBA,Marketing,Marketing Manager,42559,15,4,5,4,No
6779,28,Female,Bachelors,Finance,Accountant,113165,21,1,1,3,No
6780,24,Male,PhD,Finance,Accountant,40290,9,4,6,5,No
6781,36,Female,Bachelors,Sales,Account Manager,111922,21,3,1,5,Yes
6782,37,Female,PhD,Sales,Account Manager,78463,20,1,0,4,No
6783,38,Male,PhD,Sales,Account Manager,65385,16,1,3,3,No
6784,54,Female,Masters,Sales,Sales Executive,109524,5,3,6,2,No
6785,33,Female,Bachelors,Marketing,Marketing Executive,68397,21,1,1,3,No
6786,21,Female,PhD,Sales,Sales Executive,146578,9,2,2,1,Yes
6787,25,Female,Bachelors,Customer Support,Support Manager,102461,24,4,1,1,Yes
6788,56,Female,Bachelors,Sales,Sales Manager,73871,7,1,1,5,No
6789,50,Female,Bachelors,Sales,Sales Manager,83133,6,2,4,3,No
6790,51,Female,Bachelors,Customer Support,Support Manager,63630,8,4,1,1,No
6791,30,Female,MBA,Finance,Finance Manager,128278,0,4,9,4,No
6792,57,Female,Masters,Customer Support,Support Executive,74275,4,1,1,1,No
6793,50,Female,Masters,HR,Recruiter,57548,19,1,8,5,Yes
6794,31,Male,Masters,Finance,Finance Analyst,140437,24,2,3,1,Yes
6795,25,Female,Bachelors,IT,Developer,49416,10,4,4,2,No
6796,30,Male,Masters,IT,System Engineer,111539,2,3,1,3,No
6797,45,Male,Masters,Sales,Sales Executive,93684,8,4,3,4,No
6798,42,Male,Bachelors,Finance,Accountant,91327,11,1,9,4,Yes
6799,30,Male,MBA,HR,Recruiter,80217,22,2,4,4,Yes
6800,28,Male,PhD,Finance,Finance Analyst,127848,2,4,8,2,No
6801,27,Female,MBA,IT,System Engineer,80828,10,1,1,5,Yes
6802,26,Female,MBA,HR,HR Manager,125645,10,1,5,1,No
6803,44,Female,Bachelors,Finance,Finance Manager,144077,2,3,5,2,Yes
6804,24,Female,PhD,Customer Support,Support Manager,123327,18,2,6,3,No
6805,21,Male,Masters,Marketing,Marketing Manager,39027,8,3,6,3,No
6806,35,Male,Bachelors,Finance,Finance Analyst,141472,22,1,9,3,No
6807,26,Female,Bachelors,Finance,Finance Analyst,103573,10,1,4,4,No
6808,48,Male,Bachelors,Operations,Operations Manager,41454,15,2,0,3,Yes
6809,38,Male,PhD,HR,HR Executive,81394,21,2,7,4,Yes
6810,55,Female,PhD,Customer Support,Support Executive,127174,24,4,3,2,No
6811,39,Male,MBA,Finance,Finance Manager,111352,7,1,4,5,No
6812,48,Male,Masters,Finance,Finance Analyst,79004,8,3,8,3,No
6813,22,Male,Bachelors,Operations,Operations Executive,98138,18,1,7,1,No
6814,31,Male,Masters,HR,Recruiter,43769,12,3,4,4,No
6815,25,Male,PhD,HR,HR Manager,112675,4,1,9,2,No
6816,37,Male,Bachelors,Operations,Operations Manager,48576,5,1,5,3,No
6817,25,Male,Masters,Finance,Finance Manager,67597,6,3,8,1,No
6818,22,Female,MBA,Finance,Accountant,85655,11,3,3,3,No
6819,47,Female,MBA,Operations,Operations Executive,126221,3,1,2,2,No
6820,34,Female,MBA,Customer Support,Support Executive,92066,11,1,1,4,No
6821,57,Male,MBA,Finance,Finance Manager,65453,7,1,5,1,No
6822,31,Male,PhD,Operations,Operations Manager,118440,9,1,9,3,Yes
6823,27,Male,MBA,HR,HR Executive,94739,2,3,9,3,No
6824,50,Female,Bachelors,IT,IT Manager,79827,19,3,1,2,No
6825,42,Female,MBA,HR,Recruiter,80755,5,2,9,3,No
6826,37,Female,Bachelors,Sales,Sales Executive,92420,22,1,7,3,No
6827,50,Male,Bachelors,Operations,Logistics Coordinator,141817,19,1,4,1,No
6828,59,Male,PhD,Finance,Finance Manager,54466,15,2,3,2,No
6829,43,Male,MBA,Customer Support,Support Manager,91607,22,2,8,4,No
6830,38,Female,Bachelors,Marketing,Marketing Manager,93523,5,2,8,5,No
6831,22,Male,Masters,Sales,Sales Manager,47036,10,1,6,4,No
6832,27,Male,Masters,Finance,Finance Manager,95724,14,3,4,4,No
6833,29,Female,PhD,Sales,Account Manager,66633,13,3,2,1,No
6834,57,Male,MBA,IT,Developer,97927,23,2,9,3,No
6835,46,Female,PhD,IT,IT Manager,86397,11,4,1,2,No
6836,21,Female,Masters,Sales,Sales Manager,37428,5,2,8,4,No
6837,44,Female,Masters,IT,IT Manager,26294,1,3,4,1,Yes
6838,23,Female,Masters,Operations,Logistics Coordinator,63293,9,4,6,1,No
6839,46,Female,Masters,HR,Recruiter,97330,2,1,9,2,No
6840,29,Male,Bachelors,Finance,Finance Analyst,117676,6,4,7,1,No
6841,53,Female,PhD,Sales,Sales Manager,103754,4,3,7,1,No
6842,32,Male,Masters,Customer Support,Support Manager,57846,16,3,4,1,No
6843,29,Female,MBA,Finance,Accountant,105174,4,3,0,4,No
6844,36,Male,Bachelors,Marketing,Marketing Manager,119242,17,4,7,1,No
6845,22,Female,MBA,Sales,Sales Executive,32106,0,1,2,4,Yes
6846,31,Male,MBA,Finance,Accountant,123501,24,2,1,3,Yes
6847,39,Female,PhD,Sales,Sales Manager,43131,3,2,9,2,No
6848,43,Female,PhD,HR,HR Manager,70009,20,4,3,1,No
6849,26,Male,MBA,IT,Data Analyst,82551,22,1,4,5,Yes
6850,48,Male,PhD,HR,HR Executive,108839,2,2,7,4,No
6851,27,Female,Bachelors,Finance,Finance Analyst,37891,15,3,2,5,No
6852,59,Male,Masters,HR,HR Executive,47166,14,1,0,4,No
6853,48,Female,PhD,Marketing,Marketing Executive,142952,14,3,7,4,No
6854,27,Female,MBA,IT,Developer,31609,14,1,1,4,No
6855,34,Female,Bachelors,IT,System Engineer,104805,13,3,9,5,No
6856,58,Male,MBA,IT,Developer,70530,10,3,8,3,No
6857,23,Male,PhD,Finance,Finance Manager,146335,7,2,5,2,No
6858,51,Female,PhD,Customer Support,Support Executive,111761,10,3,2,2,Yes
6859,50,Male,MBA,Customer Support,Support Executive,82437,6,4,1,1,No
6860,54,Female,MBA,Marketing,Marketing Manager,88292,5,1,7,5,Yes
6861,51,Male,Bachelors,Operations,Operations Executive,130684,19,2,7,2,Yes
6862,23,Female,Masters,Marketing,SEO Specialist,90079,23,1,3,2,No
6863,37,Female,MBA,Marketing,Marketing Manager,63861,18,2,1,1,No
6864,39,Male,PhD,HR,HR Manager,83961,13,1,0,5,No
6865,39,Male,MBA,Operations,Logistics Coordinator,104823,11,3,6,2,No
6866,44,Male,Masters,HR,Recruiter,80026,3,1,5,1,No
6867,27,Female,MBA,IT,Data Analyst,86450,9,2,0,4,No
6868,27,Male,Masters,Marketing,Marketing Manager,49334,20,1,3,3,No
6869,50,Female,Bachelors,Customer Support,Support Executive,31513,8,2,7,2,No
6870,22,Female,Bachelors,Sales,Sales Manager,56856,17,2,5,3,No
6871,50,Male,Bachelors,Customer Support,Support Executive,61601,2,4,5,4,Yes
6872,51,Female,PhD,Customer Support,Support Executive,53883,24,2,8,1,No
6873,30,Male,MBA,Customer Support,Support Executive,55369,11,3,2,1,No
6874,47,Female,Masters,Finance,Finance Analyst,26444,22,3,7,4,No
6875,57,Male,PhD,Marketing,Marketing Executive,44190,2,2,8,5,No
6876,41,Female,MBA,Customer Support,Support Manager,96786,15,2,6,1,No
6877,33,Male,PhD,Operations,Operations Executive,145955,5,4,1,5,No
6878,38,Male,Masters,Finance,Finance Analyst,66034,18,2,6,2,No
6879,26,Female,PhD,HR,HR Manager,48354,16,3,7,2,No
6880,26,Male,Masters,IT,Developer,33625,18,2,4,3,Yes
6881,21,Male,MBA,Customer Support,Support Manager,41533,12,1,6,1,No
6882,50,Male,Masters,Finance,Finance Analyst,73615,7,3,8,3,No
6883,42,Male,MBA,Customer Support,Support Executive,112264,13,2,0,5,Yes
6884,47,Male,Masters,IT,IT Manager,38332,20,3,1,2,No
6885,53,Female,Bachelors,Marketing,Marketing Executive,75876,18,4,9,1,No
6886,34,Male,PhD,IT,Data Analyst,38453,3,3,1,2,No
6887,34,Female,MBA,HR,HR Executive,126336,9,2,7,3,No
6888,44,Male,MBA,HR,HR Manager,27265,1,1,3,5,No
6889,46,Male,MBA,Marketing,SEO Specialist,120626,22,4,9,4,No
6890,34,Female,PhD,Operations,Operations Executive,61811,20,1,9,3,No
6891,56,Female,PhD,Operations,Operations Manager,83551,0,2,4,1,No
6892,54,Male,MBA,Sales,Sales Manager,56600,23,4,2,3,No
6893,54,Male,MBA,Finance,Finance Manager,57109,16,1,2,1,No
6894,40,Female,MBA,HR,HR Executive,96136,10,1,7,4,Yes
6895,35,Female,PhD,HR,HR Manager,65863,22,4,6,1,No
6896,43,Female,Masters,Operations,Operations Manager,61294,11,3,8,5,No
6897,27,Female,Masters,Operations,Logistics Coordinator,106208,18,4,1,1,Yes
6898,55,Female,PhD,Finance,Accountant,72458,21,1,7,5,No
6899,21,Male,PhD,Customer Support,Support Executive,122836,21,4,3,3,Yes
6900,59,Female,Masters,Marketing,SEO Specialist,112699,21,1,2,1,Yes
6901,52,Female,PhD,IT,Developer,109064,17,1,8,5,No
6902,31,Female,Masters,Marketing,Marketing Manager,42338,3,1,8,3,No
6903,24,Male,PhD,Finance,Finance Analyst,102611,18,3,2,3,No
6904,27,Male,Masters,Finance,Accountant,124200,8,3,8,5,Yes
6905,43,Male,Bachelors,IT,Data Analyst,125223,11,1,1,1,No
6906,35,Female,Masters,IT,System Engineer,104714,1,4,6,1,No
6907,36,Male,Bachelors,HR,Recruiter,108231,24,2,2,5,Yes
6908,56,Female,MBA,HR,HR Executive,56349,24,2,0,2,No
6909,52,Female,MBA,IT,IT Manager,32886,22,3,3,3,Yes
6910,44,Female,MBA,HR,HR Executive,38096,3,4,0,2,No
6911,38,Male,PhD,Sales,Account Manager,31744,11,4,2,1,Yes
6912,47,Male,MBA,Sales,Sales Executive,140675,4,4,5,2,No
6913,25,Male,Bachelors,HR,HR Executive,32719,4,3,6,2,Yes
6914,57,Female,MBA,IT,System Engineer,30734,0,1,9,4,Yes
6915,40,Female,PhD,HR,Recruiter,62380,14,4,9,4,No
6916,52,Female,MBA,Sales,Sales Manager,127155,17,1,8,3,Yes
6917,43,Male,PhD,Marketing,Marketing Executive,54882,3,1,1,4,No
6918,55,Male,Masters,Sales,Account Manager,143128,2,1,8,3,No
6919,55,Male,Masters,Customer Support,Support Manager,94318,20,1,8,3,No
6920,55,Female,MBA,Finance,Finance Manager,97727,3,1,5,1,No
6921,57,Female,PhD,IT,System Engineer,125787,17,1,0,1,No
6922,57,Male,Masters,Finance,Accountant,56142,4,3,5,3,No
6923,47,Female,Masters,Marketing,Marketing Executive,80589,1,1,1,2,Yes
6924,30,Female,Masters,Finance,Accountant,54106,8,4,3,1,No
6925,41,Female,MBA,Marketing,SEO Specialist,80514,4,1,3,2,No
6926,26,Female,Bachelors,Operations,Operations Executive,99381,24,4,2,4,No
6927,44,Female,Bachelors,Customer Support,Support Executive,133463,14,3,1,4,No
6928,59,Male,Masters,Sales,Account Manager,149171,17,3,7,2,No
6929,56,Male,MBA,IT,IT Manager,80450,19,4,6,4,No
6930,37,Female,Masters,Customer Support,Support Executive,37517,1,3,7,5,Yes
6931,59,Female,PhD,Marketing,Marketing Manager,64956,15,3,6,4,Yes
6932,46,Female,Masters,Operations,Operations Manager,94717,8,4,0,4,No
6933,48,Male,Bachelors,HR,Recruiter,136887,7,3,8,5,No
6934,45,Female,PhD,Finance,Finance Analyst,29264,12,1,3,4,Yes
6935,54,Male,Masters,IT,IT Manager,53421,2,4,8,3,No
6936,42,Female,Masters,Sales,Account Manager,142917,3,2,9,4,No
6937,49,Male,Bachelors,HR,HR Manager,99964,23,2,1,4,No
6938,29,Male,MBA,Finance,Accountant,83382,4,2,6,4,No
6939,22,Male,Masters,Sales,Account Manager,46913,19,1,0,4,No
6940,30,Female,Bachelors,Marketing,Marketing Manager,86036,21,1,4,3,No
6941,56,Female,MBA,IT,Data Analyst,78161,23,1,8,5,No
6942,26,Female,Bachelors,Customer Support,Support Executive,132606,16,4,4,3,No
6943,34,Male,Bachelors,Sales,Account Manager,89461,16,4,0,1,No
6944,57,Female,Bachelors,Marketing,Marketing Executive,63913,14,4,8,1,No
6945,33,Male,Bachelors,HR,Recruiter,129333,9,1,0,3,No
6946,36,Male,MBA,Finance,Finance Manager,117764,12,2,8,2,Yes
6947,54,Male,PhD,Customer Support,Support Manager,140074,13,4,3,1,No
6948,45,Male,Bachelors,Sales,Account Manager,86937,23,2,0,5,No
6949,24,Female,MBA,IT,Data Analyst,33761,5,2,9,1,No
6950,54,Female,MBA,Marketing,Marketing Executive,48855,7,1,6,3,No
6951,44,Male,Bachelors,Customer Support,Support Manager,66951,2,3,3,3,No
6952,35,Female,Bachelors,Customer Support,Support Manager,106741,20,3,1,5,No
6953,52,Female,Bachelors,Sales,Sales Executive,130404,18,4,6,3,No
6954,50,Female,Masters,Customer Support,Support Manager,34125,7,1,8,2,Yes
6955,59,Female,Bachelors,HR,Recruiter,141953,8,4,9,2,Yes
